,date,time,tier,type,tournament,score,opponent,team,GF,GA
0,2022-06-05,20:00 UTC,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,NRG,100 Thieves,2 , 0
1,2022-05-28,18:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,XSET,100 Thieves,2 , 0
2,2022-05-21,16:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,TSM,100 Thieves,0 , 2
3,2022-05-13,16:20 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,TGRD,100 Thieves,2 , 0
4,2022-05-07,17:45 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 2,2 : 0,AKRW,100 Thieves,2 , 0
5,2022-05-07,15:10 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 2,2 : 1,NYFU,100 Thieves,2 , 1
6,2022-05-06,20:00 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 2,2 : 0,SQ,100 Thieves,2 , 0
7,2022-05-01,19:30 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,1 : 2,TSM,100 Thieves,1 , 2
8,2022-05-01,16:10 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,2 : 1,PK,100 Thieves,2 , 1
9,2022-04-30,22:25 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,2 : 0,EG,100 Thieves,2 , 0
10,2022-04-30,19:25 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,2 : 1,Gen.G,100 Thieves,2 , 1
11,2022-04-29,21:25 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,1 : 2,TSM,100 Thieves,1 , 2
12,2022-04-21,16:10 EDT,C-Tier,Online,Knights Gauntlet Circuit Monthly 2022: April,1 : 2,PK,100 Thieves,1 , 2
13,2022-04-20,20:00 EDT,C-Tier,Online,Knights Gauntlet Circuit Monthly 2022: April,2 : 1,AKRW,100 Thieves,2 , 1
14,2022-03-15,14:00 PST,B-Tier,Online,Proving Grounds $20k - Spring 2022,0 : 2,SoaR,100 Thieves,0 , 2
15,2022-03-14,15:30 PST,B-Tier,Online,Proving Grounds $20k - Spring 2022,2 : 0,TS,100 Thieves,2 , 0
16,2022-03-12,13:10 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 0,EG,100 Thieves,2 , 0
17,2022-03-06,13:10 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,1 : 2,XSET,100 Thieves,1 , 2
18,2022-02-27,13:10 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,1 : 2,LG,100 Thieves,1 , 2
19,2022-02-24,22:30 EST,C-Tier,Online,Knights Arena Monthly Gauntlet 2022: February,1 : 2,TSM,100 Thieves,1 , 2
20,2022-02-24,19:50 EST,C-Tier,Online,Knights Arena Monthly Gauntlet 2022: February,2 : 1,ABX,100 Thieves,2 , 1
21,2022-02-24,16:00 EST,C-Tier,Online,Knights Arena Monthly Gauntlet 2022: February,2 : 0,TSM.A,100 Thieves,2 , 0
22,2022-02-23,21:15 EST,C-Tier,Online,Knights Arena Monthly Gauntlet 2022: February,2 : 0,ex-L,100 Thieves,2 , 0
23,2022-02-20,15:25 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,1 : 2,TGRD,100 Thieves,1 , 2
24,2022-02-11,13:15 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,0 : 2,C9,100 Thieves,0 , 2
25,2021-10-30,15:50 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,1 : 2,C9 B,100 Thieves,1 , 2
26,2021-10-29,18:00 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,1 : 2,RISE,100 Thieves,1 , 2
27,2021-10-12,19:30 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,2 : 1,XSET,100 Thieves,2 , 1
28,2021-10-12,12:30 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,2 : 1,Gen.G,100 Thieves,2 , 1
29,2021-09-18,21:00 CEST,S-Tier,Offline,VCT 2021: Stage 3 Masters - Berlin,0 : 2,NV,100 Thieves,0 , 2
30,2021-09-17,19:15 CEST,S-Tier,Offline,VCT 2021: Stage 3 Masters - Berlin,2 : 1,ACE,100 Thieves,2 , 1
31,2021-09-12,22:40 CEST,S-Tier,Offline,VCT 2021: Stage 3 Masters - Berlin,2 : 1,GMB,100 Thieves,2 , 1
32,2021-09-10,21:50 CEST,S-Tier,Offline,VCT 2021: Stage 3 Masters - Berlin,2 : 0,HL,100 Thieves,2 , 0
33,2021-08-15,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,1 : 3,SEN,100 Thieves,1 , 3
34,2021-08-14,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,3 : 2,NV,100 Thieves,3 , 2
35,2021-08-13,14:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,0 : 2,SEN,100 Thieves,0 , 2
36,2021-08-11,17:30 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,2 : 0,XSET,100 Thieves,2 , 0
37,2021-08-11,15:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,2 : 0,FaZe,100 Thieves,2 , 0
38,2021-07-10,17:15 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,0 : 2,SEN,100 Thieves,0 , 2
39,2021-07-10,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,1 : 2,XSET,100 Thieves,1 , 2
40,2021-07-09,14:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,2 : 0,NV,100 Thieves,2 , 0
41,2021-07-08,14:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,2 : 0,V1,100 Thieves,2 , 0
42,2021-07-03,15:30 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 1 - Open Qualifier,2 : 1,NBL,100 Thieves,2 , 1
43,2021-07-02,14:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 1 - Open Qualifier,2 : 1,SoaR,100 Thieves,2 , 1
44,2021-04-30,16:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,1 : 2,NV,100 Thieves,1 , 2
45,2021-04-30,13:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,1 : 2,SEN,100 Thieves,1 , 2
46,2021-04-29,13:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,2 : 0,ABX,100 Thieves,2 , 0
47,2021-04-11,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,3 : 1,XSET,100 Thieves,3 , 1
48,2021-04-10,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,2 : 1,NV,100 Thieves,2 , 1
49,2021-04-09,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,2 : 0,C9 B,100 Thieves,2 , 0
50,2021-04-08,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,2 : 0,ABX,100 Thieves,2 , 0
51,2021-04-04,18:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,2 : 0,R&M,100 Thieves,2 , 0
52,2021-04-02,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,2 : 0,Time In,100 Thieves,2 , 0
53,2021-03-19,13:20 PDT,A-Tier,Online,VCT 2021: North America Stage 1 Masters,0 : 2,Gen.G,100 Thieves,0 , 2
54,2021-03-14,14:15 PDT,A-Tier,Online,VCT 2021: North America Stage 1 Masters,0 : 2,SEN,100 Thieves,0 , 2
55,2021-03-12,16:25 PST,A-Tier,Online,VCT 2021: North America Stage 1 Masters,2 : 0,IMT,100 Thieves,2 , 0
56,2021-03-07,15:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,0 : 3,FaZe,100 Thieves,0 , 3
57,2021-03-06,19:45 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,2 : 0,LG,100 Thieves,2 , 0
58,2021-03-06,17:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,2 : 1,Gen.G,100 Thieves,2 , 1
59,2021-03-05,17:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,2 : 0,TSM,100 Thieves,2 , 0
60,2021-03-04,20:30 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,2 : 1,T1,100 Thieves,2 , 1
61,2021-03-04,17:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,1 : 2,NRG,100 Thieves,1 , 2
62,2021-02-21,18:15 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,0 : 2,SEN,100 Thieves,0 , 2
63,2021-02-20,20:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,2 : 0,Gen.G,100 Thieves,2 , 0
64,2021-02-20,17:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,1 : 2,LG,100 Thieves,1 , 2
65,2021-02-13,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 2 - Qualifier,2 : 0,ABX,100 Thieves,2 , 0
66,2021-02-12,17:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 2 - Qualifier,2 : 0,GHST,100 Thieves,2 , 0
67,2021-02-12,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 2 - Qualifier,2 : 0,NSIC,100 Thieves,2 , 0
68,2021-01-28,16:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,0 : 2,CN,100 Thieves,0 , 2
69,2020-12-13,14:00 PDT,A-Tier,Online,JBL Quantum Cup,1 : 2,SEN,100 Thieves,1 , 2
70,2020-12-12,18:00 PDT,A-Tier,Online,JBL Quantum Cup,13  :  7,Time In,100 Thieves,13  ,  7
71,2020-12-12,17:00 PDT,A-Tier,Online,JBL Quantum Cup,13  :  10,FaZe,100 Thieves,13  ,  10
72,2020-12-12,14:00 PDT,A-Tier,Online,JBL Quantum Cup,13  :  0,NV,100 Thieves,13  ,  0
73,2020-12-06,14:00 PDT,A-Tier,Online,First Strike North America,3 : 1,TSM,100 Thieves,3 , 1
74,2020-12-05,16:15 PDT,A-Tier,Online,First Strike North America,2 : 1,SEN,100 Thieves,2 , 1
75,2020-12-04,16:00 PDT,A-Tier,Online,First Strike North America,2 : 0,T1,100 Thieves,2 , 0
76,2020-11-08,17:00 EST,A-Tier (Qual.),Online,First Strike North America - NSG Tournament,0 : 3,NV,100 Thieves,0 , 3
77,2020-11-07,20:30 EST,A-Tier (Qual.),Online,First Strike North America - NSG Tournament,2 : 1,SEN,100 Thieves,2 , 1
78,2020-11-07,18:00 EST,A-Tier (Qual.),Online,First Strike North America - NSG Tournament,2 : 0,TSM,100 Thieves,2 , 0
79,2020-11-06,15:50 EST,A-Tier,Online,First Strike North America - NSG Tournament,2 : 1,LG,100 Thieves,2 , 1
80,2020-11-06,13:00 EST,A-Tier,Online,First Strike North America - NSG Tournament,1 : 2,C9 B,100 Thieves,1 , 2
81,2020-11-04,15:00 EST,A-Tier,Online,First Strike North America - NSG Tournament,2 : 0,LG,100 Thieves,2 , 0
82,2020-10-28,17:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,0 : 2,TSM,100 Thieves,0 , 2
83,2020-10-27,17:30 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 0,DIG,100 Thieves,2 , 0
84,2020-10-27,14:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 1,MR,100 Thieves,2 , 1
85,2020-08-06,17:15 PDT,A-Tier,Online,FaZe Clan Invitational,1 : 2,FaZe,100 Thieves,1 , 2
86,2020-08-06,14:45 PDT,A-Tier,Online,FaZe Clan Invitational,0 : 2,IMT,100 Thieves,0 , 2
87,2020-07-24,02:00 UTC,B-Tier,Online,PAX Arena Invitational,1 : 2,BBG,100 Thieves,1 , 2
88,2020-07-23,21:00 UTC,B-Tier,Online,PAX Arena Invitational,1 : 2,TSM,100 Thieves,1 , 2
89,2020-07-23,02:00 UTC,B-Tier,Online,PAX Arena Invitational,1 : 2,H/L,100 Thieves,1 , 2
90,2020-07-22,23:30 UTC,B-Tier,Online,PAX Arena Invitational,2 : 0,100 Blifted,100 Thieves,2 , 0
91,2020-07-08,12:00 PDT,Show M.,Online,Gamers For Equality,8  :  13,Gen.G,100 Thieves,8  ,  13
92,2020-07-08,11:00 PDT,Show M.,Online,Gamers For Equality,7  :  13,C9,100 Thieves,7  ,  13
93,2020-07-08,10:00 PDT,Show M.,Online,Gamers For Equality,3  :  12,twat,100 Thieves,3  ,  12
94,2020-06-27,20:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,12  :  13,IMT,100 Thieves,12  ,  13
95,2020-06-27,17:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,13  :  7,twat,100 Thieves,13  ,  7
96,2020-06-27,14:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,1 : 2,FaZe,100 Thieves,1 , 2
97,2020-06-26,20:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,0 : 2,T1,100 Thieves,0 , 2
98,2020-06-26,17:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 0,Ninja,100 Thieves,2 , 0
99,2020-06-26,14:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 0,Code7,100 Thieves,2 , 0
0,2022-06-05,23:00 UTC,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,LG,Cloud9,0 , 2
1,2022-05-29,16:10 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,FaZe,Cloud9,0 , 2
2,2022-05-22,16:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,1 : 2,OPTC,Cloud9,1 , 2
3,2022-05-15,18:50 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,EG,Cloud9,2 , 0
4,2022-03-26,12:10 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,0 : 3,TGRD,Cloud9,0 , 3
5,2022-03-25,14:15 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 1,XSET,Cloud9,2 , 1
6,2022-03-24,14:20 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 1,V1,Cloud9,2 , 1
7,2022-03-19,12:10 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,1 : 2,OPTC,Cloud9,1 , 2
8,2022-03-17,12:25 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 1,PK,Cloud9,2 , 1
9,2022-03-11,13:10 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,TGRD,Cloud9,2 , 1
10,2022-03-05,13:10 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 0,LG,Cloud9,2 , 0
11,2022-02-25,13:15 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,EG,Cloud9,2 , 1
12,2022-02-19,13:00 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,XSET,Cloud9,2 , 1
13,2022-02-11,13:15 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 0,100T,Cloud9,2 , 0
14,2022-01-23,17:40 EST,B-Tier,Online,Knights Arena Valorampage,2 : 1,NRG,Cloud9,2 , 1
15,2022-01-22,17:05 EST,B-Tier,Online,Knights Arena Valorampage,2 : 0,GHST,Cloud9,2 , 0
16,2022-01-21,19:25 EST,B-Tier,Online,Knights Arena Valorampage,2 : 0,AKRW,Cloud9,2 , 0
17,2022-01-21,17:00 EST,B-Tier,Online,Knights Arena Valorampage,2 : 0,V1,Cloud9,2 , 0
18,2022-01-21,00:20 CET,B-Tier,Online,Knights Arena Valorampage - Group Stage,13  :  7,ZMM.B,Cloud9,13  ,  7
19,2022-01-20,23:00 CET,B-Tier,Online,Knights Arena Valorampage - Group Stage,13  :  6,KOW,Cloud9,13  ,  6
20,2021-12-08,21:05 CET,S-Tier,Offline,VALORANT Champions 2021,0 : 2,TL,Cloud9,0 , 2
21,2021-12-07,15:00 CET,S-Tier,Offline,VALORANT Champions 2021,2 : 1,VS,Cloud9,2 , 1
22,2021-12-05,22:30 CET,S-Tier,Offline,VALORANT Champions 2021,2 : 0,FS,Cloud9,2 , 0
23,2021-12-01,20:45 CET,S-Tier,Offline,VALORANT Champions 2021,1 : 2,FNC,Cloud9,1 , 2
24,2021-10-31,12:10 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,3 : 0,RISE,Cloud9,3 , 0
25,2021-10-30,15:50 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,2 : 1,100T,Cloud9,2 , 1
26,2021-10-30,13:15 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,2 : 0,XSET,Cloud9,2 , 0
27,2021-10-29,12:00 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,2 : 1,Gen.G,Cloud9,2 , 1
28,2021-10-28,12:00 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,1 : 2,RISE,Cloud9,1 , 2
29,2021-10-27,15:55 PDT,A-Tier,Online/offline,VCT 2021: North America Last Chance Qualifier,2 : 0,V1,Cloud9,2 , 0
30,2021-08-22,12:00 PDT,B-Tier,Online,Nerd Street Gamers: Summer Championship,3 : 1,NRG,Cloud9,3 , 1
31,2021-08-21,18:15 PDT,B-Tier,Online,Nerd Street Gamers: Summer Championship,2 : 1,EG,Cloud9,2 , 1
32,2021-08-21,14:30 PDT,B-Tier,Online,Nerd Street Gamers: Summer Championship,2 : 0,IMT,Cloud9,2 , 0
33,2021-08-20,15:00 PDT,B-Tier,Online,Nerd Street Gamers: Summer Championship,2 : 0,OOKERS,Cloud9,2 , 0
34,2021-08-19,14:00 PDT,B-Tier,Online,Nerd Street Gamers - Summer Championship,2 : 1,SoaR,Cloud9,2 , 1
35,2021-08-19,12:00 PDT,B-Tier,Online,Nerd Street Gamers - Summer Championship,2 : 0,TSM.A,Cloud9,2 , 0
36,2021-08-10,13:00 PDT,B-Tier (Qual.),Online,NSG: Summer Championship - Last Chance Qualifier,2 : 1,TLP,Cloud9,2 , 1
37,2021-07-04,14:15 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 1 - Open Qualifier,0 : 2,RISE,Cloud9,0 , 2
38,2021-07-02,14:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 1 - Open Qualifier,2 : 0,Basilisk,Cloud9,2 , 0
39,2021-05-01,19:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,1 : 2,V1,Cloud9,1 , 2
40,2021-05-01,13:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,1 : 2,SEN,Cloud9,1 , 2
41,2021-04-30,13:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,2 : 0,NRG,Cloud9,2 , 0
42,2021-04-29,15:15 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,2 : 0,NV,Cloud9,2 , 0
43,2021-04-25,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,0 : 3,SEN,Cloud9,0 , 3
44,2021-04-24,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 0,NRG,Cloud9,2 , 0
45,2021-04-23,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 0,ABX,Cloud9,2 , 0
46,2021-04-22,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 0,T1,Cloud9,2 , 0
47,2021-04-09,13:45 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,1 : 2,V1,Cloud9,1 , 2
48,2021-04-09,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,0 : 2,100T,Cloud9,0 , 2
49,2021-04-08,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 1,2 : 1,IMT,Cloud9,2 , 1
50,2021-04-04,18:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,2 : 0,Gen.G,Cloud9,2 , 0
51,2021-04-02,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,2 : 0,SEEK,Cloud9,2 , 0
52,2021-03-28,18:00 EDT,B-Tier,Online,Nerd Street Gamers: 2021 Monthly March,2 : 0,ABX,Cloud9,2 , 0
53,2021-03-28,14:45 EDT,B-Tier,Online,Nerd Street Gamers: 2021 Monthly March,2 : 1,RNG,Cloud9,2 , 1
54,2021-03-28,13:00 EDT,B-Tier,Online,Nerd Street Gamers: 2021 Monthly March,2 : 0,GHST,Cloud9,2 , 0
55,2021-03-27,19:00 EDT,B-Tier,Online,Nerd Street Gamers: 2021 Monthly March,2 : 0,V1,Cloud9,2 , 0
56,2021-03-27,16:00 EDT,B-Tier,Online,Nerd Street Gamers - Monthly March,2 : 0,CD,Cloud9,2 , 0
57,2021-03-27,14:00 EDT,B-Tier,Online,Nerd Street Gamers - Monthly March,0 : 2,PUG,Cloud9,0 , 2
58,2021-03-27,13:00 EDT,B-Tier,Online,Nerd Street Gamers - Monthly March,13  :  1,R5 ACD,Cloud9,13  ,  1
59,2021-03-14,18:00 PDT,C-Tier,Online,Nerd Street Gamers - 2021 Monthly March: Open Qualifier,FF : W,BBG,Cloud9,FF , W
60,2021-03-14,17:00 PDT,C-Tier,Online,Nerd Street Gamers - 2021 Monthly March: Open Qualifier,13  :  6,NBL,Cloud9,13  ,  6
61,2021-03-14,16:00 PDT,C-Tier,Online,Nerd Street Gamers - 2021 Monthly March: Open Qualifier,13  :  3,Basilisk,Cloud9,13  ,  3
62,2021-03-14,15:15 PDT,C-Tier,Online,Nerd Street Gamers - 2021 Monthly March: Open Qualifier,13  :  3,PK,Cloud9,13  ,  3
63,2021-01-28,19:15 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,1 : 2,IMT,Cloud9,1 , 2
64,2021-01-28,16:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 1,GHST,Cloud9,2 , 1
65,2021-01-16,12:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,1 : 2,ABX,Cloud9,1 , 2
66,2021-01-15,18:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 0,GHST,Cloud9,2 , 0
67,2021-01-15,15:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,1 : 2,NOX,Cloud9,1 , 2
68,2021-01-14,13:45 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 1,eU,Cloud9,2 , 1
69,2020-12-19,19:00 EST,B-Tier,Online,Cloud9 To The Skyes,8  :  13,T1,Cloud9,8  ,  13
70,2020-12-12,18:00 PDT,A-Tier,Online,JBL Quantum Cup,3  :  13,SEN,Cloud9,3  ,  13
71,2020-12-12,17:00 PDT,A-Tier,Online,JBL Quantum Cup,6  :  13,Gen.G,Cloud9,6  ,  13
72,2020-12-12,15:00 PDT,A-Tier,Online,JBL Quantum Cup,9  :  13,TSM,Cloud9,9  ,  13
73,2020-11-21,12:00 EST,A-Tier (Qual.),Online,First Strike North America - UMG Tournament,0 : 2,T1,Cloud9,0 , 2
74,2020-11-20,19:00 EST,A-Tier,Online,First Strike North America - UMG Tournament,2 : 1,SSG,Cloud9,2 , 1
75,2020-11-19,18:00 EST,A-Tier,Online,First Strike North America - UMG Tournament,2 : 0,NOX,Cloud9,2 , 0
76,2020-11-19,15:00 EST,A-Tier,Online,First Strike North America - UMG Tournament,0 : 2,SSG,Cloud9,0 , 2
77,2020-11-07,15:00 EST,A-Tier (Qual.),Online,First Strike North America - NSG Tournament,0 : 2,RNG,Cloud9,0 , 2
78,2020-11-06,13:00 EST,A-Tier,Online,First Strike North America - NSG Tournament,2 : 1,100T,Cloud9,2 , 1
79,2020-11-04,15:00 EST,A-Tier,Online,First Strike North America - NSG Tournament,2 : 0,XSET,Cloud9,2 , 0
80,2020-10-30,19:30 EDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 1,NV,Cloud9,2 , 1
81,2020-10-29,17:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 1,TSM,Cloud9,2 , 1
82,2020-10-28,17:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 1,TSB,Cloud9,2 , 1
83,2020-10-27,17:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 1,NOX,Cloud9,2 , 1
84,2020-10-27,14:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 0,Dimmadome$,Cloud9,2 , 0
85,2020-10-18,19:00 EDT,B-Tier,Online,NSG x Renegades Invitational,2 : 0,MR,Cloud9,2 , 0
86,2020-10-18,15:45 EDT,B-Tier,Online,NSG x Renegades Invitational,1 : 2,IMT,Cloud9,1 , 2
87,2020-10-18,13:00 EDT,B-Tier,Online,NSG x Renegades Invitational,2 : 0,FaZe,Cloud9,2 , 0
88,2020-10-17,16:30 EDT,B-Tier,Online,NSG x Renegades Invitational,2 : 0,COL,Cloud9,2 , 0
89,2020-10-17,14:00 EDT,B-Tier,Online,NSG x Renegades Invitational,13  :  5,NOX,Cloud9,13  ,  5
90,2020-10-17,13:00 EDT,B-Tier,Online,NSG x Renegades Invitational,8  :  13,ABX,Cloud9,8  ,  13
91,2020-08-30,12:00 PDT,A-Tier,Online,Pop Flash,0 : 2,NV,Cloud9,0 , 2
92,2020-08-29,17:45 PDT,A-Tier,Online,Pop Flash,1 : 2,SEN,Cloud9,1 , 2
93,2020-08-29,11:15 PDT,A-Tier,Online,Pop Flash,2 : 1,NV,Cloud9,2 , 1
94,2020-08-27,15:30 PDT,A-Tier,Online,Pop Flash,2 : 0,DIG,Cloud9,2 , 0
95,2020-08-26,11:30 PDT,A-Tier,Online,Pop Flash,2 : 1,Gen.G,Cloud9,2 , 1
96,2020-08-16,17:30 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,6  :  13,TSM,Cloud9,6  ,  13
97,2020-08-16,16:30 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,15  :  13,NV,Cloud9,15  ,  13
98,2020-08-16,15:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,14  :  12,H/L,Cloud9,14  ,  12
99,2020-08-16,14:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,13  :  9,RNG,Cloud9,13  ,  9
100,2020-08-16,13:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,9  :  13,IMT,Cloud9,9  ,  13
101,2020-08-16,11:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,13  :  10,COL,Cloud9,13  ,  10
